Reporting Year,Building ID,MapLot,Year Added,Annual Report Received,Report Type,Buildings Included,Parent Building ID,Assessor Address,Address Point GIS,Grantee,Property Type,Year Built,Property GFA - Self Reported (ft2),Total GHG Emissions (Metric Tons CO2e),Water Use (All Water Sources) (kgal)
2016,695-2,68-76,2015,Yes,Single,,,40 Landsdowne St,"40 Landsdowne St
Cambridge, MA
(42.360777997, -71.099650846)",Massachusetts Institute Of Technology,Nonresidential,2003,214638,6794.8,8483.4
2016,668-18,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1969,133552,5567,1165.5
2016,668-7,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"77 Massachusetts Ave
Cambridge, MA
(42.35900375, -71.093475332)",Massachusetts Institute Of Technology,Nonresidential,1938,100553,2057,1054
2016,747-1,60-6,2015,Yes,Single,,,500 Memorial Dr,"450 Memorial Dr
Cambridge, MA
(42.35537716, -71.098877617)",Massachusetts Institute Of Technology,Nonresidential,1970,171141,1035.2,6672.6
2016,668-36,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Massachusetts Institute Of Technology,Nonresidential,1973,145819,3747.8,1267.9
2016,672-8,48-129,2015,Yes,Single,,,40 Ames St,"45 Carleton St
Cambridge, MA
(42.361225292, -71.086329542)",Massachusetts Institute Of Technology,Nonresidential,1982,156676,4279.1,6041.3
2016,667-4,52A-31,2015,Yes,Single,,,71 Vassar St,"51 Vassar St
Cambridge, MA
(42.361125081, -71.093000143)",Massachusetts Institute Of Technology,Nonresidential,1939,16119,242.8,
2016,668-64,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"3 Ames St
Cambridge, MA
(42.360045062, -71.087743379)",Massachusetts Institute Of Technology,Nonresidential,1924,73433,1051.1,
2016,680-7,47-90,2015,Yes,Single,,,36 Memorial Dr,"30 Wadsworth St
Cambridge, MA
(42.360965118, -71.084241431)",Massachusetts Institute Of Technology,Nonresidential,1965,95445,1501.2,453.3
2016,699-2,55-9,2015,Yes,Parent,"699-2, 699-16",,144 Albany St,"144 Albany St
Cambridge, MA
(42.35988683, -71.098070067)",Massachusetts Institute Of Technology,Nonresidential,1963,61937,765.4,
2016,668-32,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"32 Vassar St
Cambridge, MA
(42.36214386, -71.090702855)",Massachusetts Institute Of Technology,Nonresidential,2004,464005,6209.4,5983.7
2016,750-7,63-118,2015,Yes,Single,,,600 Memorial Dr,"600 Memorial Dr
Cambridge, MA
(42.353474487, -71.106623445)",Massachusetts Institute Of Technology,Nonresidential,1925,82481,576.6,1117.6
2016,668-11,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"77-R Massachusetts Ave
Cambridge, MA
(42.35900375, -71.093475332)",Massachusetts Institute Of Technology,Nonresidential,1928,26705,679.8,252.1
2016,747-9,60-6,2015,Yes,Single,,,500 Memorial Dr,"476 Memorial Dr
Cambridge, MA
(42.354951724, -71.100002954)",Massachusetts Institute Of Technology,Nonresidential,1976,114930,592,3613.1
2016,708-6,57-171,2015,Yes,Single,,,106 Vassar St,"106 Vassar St
Cambridge, MA
(42.359772322, -71.095588785)",Massachusetts Institute Of Technology,Nonresidential,1948,34428,581.7,
2016,665-12,92-130,2015,Yes,Single,,,80 Auburn Park,"42 Pilgrim St
Cambridge, MA
(42.361394494, -71.102908077)",Massachusetts Institute Of Technology,Residential,1990,5750,29.1,302.6
2016,668-76,52A-22,2015,Yes,Single,,,31 Ames St,"500 Main St
Cambridge, MA
(42.362926414, -71.092521477)",Massachusetts Institute Of Technology,Nonresidential,2010,367689,9679,11870.1
2016,680-13,47-90,2015,Yes,Single,,,36 Memorial Dr,"50 Memorial Dr
Cambridge, MA
(42.360471753, -71.083501721)",Massachusetts Institute Of Technology,Nonresidential,1952,143950,,
2016,668-14,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"160 Memorial Dr
Cambridge, MA
(42.358874291, -71.088442173)",Massachusetts Institute Of Technology,Nonresidential,1951,154516,2244.2,1342.8
2016,668-50,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"142 Memorial Dr
Cambridge, MA
(42.359128078, -71.087666772)",Massachusetts Institute Of Technology,Nonresidential,1917,73703,823.8,1496.1
2016,702-3,68-56,2016,Yes,Single,,,167 Albany St,"167 Albany St
Cambridge, MA
(42.359756163, -71.098525009)",Massachusetts Institute Of Technology,Nonresidential,1981,50148,,
2016,747-3,62-34,2015,Yes,Single,,,560 Memorial Dr,"278 Vassar St
Cambridge, MA
(42.355865819, -71.10334406)",Massachusetts Institute Of Technology,Nonresidential,1963,13996,,
2016,708-5,57-131,2015,Yes,Single,,,120 Massachusetts Ave,"120 Massachusetts Ave
Cambridge, MA
(42.359927451, -71.094547725)",Massachusetts Institute Of Technology,Nonresidential,1957,71444,829.8,703.9
2016,746-5,63-128,2016,Yes,Parent,"746-5, 746-6",,345 Vassar St,"345 Vassar St
Cambridge, MA
(42.354473992, -71.106412001)",Massachusetts Institute Of Technology,Nonresidential,2001,26000,,
2016,668-4,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"182-R Memorial Dr
Cambridge, MA
(42.358243692, -71.090179951)",Massachusetts Institute Of Technology,Nonresidential,1916,162565,2761.5,1423.5
2016,667-2,52A-31,2015,Yes,Single,,,71 Vassar St,"43 Vassar St
Cambridge, MA
(42.361281223, -71.092666384)",Massachusetts Institute Of Technology,Nonresidential,2005,418663,14558.7,17283.7
2016,668-34,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Massachusetts Institute Of Technology,Nonresidential,1983,26966,532.2,
2016,747-8,62-36,2015,Yes,Single,,,Audrey St.,"550 Memorial Dr
Cambridge, MA
(42.354164716, -71.102380881)",Massachusetts Institute Of Technology,Nonresidential,1973,152315,1008.9,7340.6
2016,665-17,92-126,2015,Yes,Single,,,91 Sidney St,"91 Sidney St
Cambridge, MA
(42.36065826, -71.10217387)",Massachusetts Institute Of Technology,Residential,1999,159108,1042.5,5651.8
2016,747-7,61-14,2015,Yes,Single,,,515 Memorial Dr,"500 Memorial Dr
Cambridge, MA
(42.354500709, -71.101360896)",Massachusetts Institute Of Technology,Nonresidential,1981,132006,769.9,4679.8
2016,687-1,69-165,2015,Yes,Single,,,38 Sidney St,"38 Sidney St
Cambridge, MA
(42.361612336, -71.101072464)",Massachusetts Institute Of Technology,Nonresidential,1980,122000,2449.7,4463.9
2016,672-7,48-129,2015,Yes,Single,,,40 Ames St,"400 Main St
Cambridge, MA
(42.362537543, -71.087804088)",Massachusetts Institute Of Technology,Nonresidential,1964,149742,1716.8,769.7
2016,674-3,48-123,2015,Yes,Single,,,292 Main St,"292 Main St
Cambridge, MA
(42.362387572, -71.085845865)",Massachusetts Institute Of Technology,Nonresidential,1968,66531,336.9,366.5
2016,666-1,53-61,2015,Yes,Single,,,43 Vassar St,"32 Albany St
Cambridge, MA
(42.361859347, -71.093620253)",Massachusetts Institute Of Technology,Nonresidential,1966,143032,58.9,
2016,665-5,92-127,2015,Yes,Single,,,45-75 Sidney St,"45 Sidney St
Cambridge, MA
(42.361713317, -71.101108191)",Massachusetts Institute Of Technology,Nonresidential,1998,277000,7616.8,13742
2016,668-54,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1964,129397,2063.6,1113.8
2016,747-5,62-34,2015,Yes,Single,,,560 Memorial Dr,"15 Audrey St
Cambridge, MA
(42.354032813, -71.103688687)",Massachusetts Institute Of Technology,Nonresidential,1963,13983,,
2016,672-6,48-129,2015,Yes,Single,,,40 Ames St,"75 Amherst St
Cambridge, MA
(42.360086702, -71.087422447)",Massachusetts Institute Of Technology,Nonresidential,2009,173875,2907,3545.8
2016,687-2,69-179,2015,Yes,Single,,,35 Landsdowne St,"35 Landsdowne St
Cambridge, MA
(42.361079558, -71.099240969)",Massachusetts Institute Of Technology,Nonresidential,2002,202423,8421.9,10876.3
2016,696-5,52A-19,2015,Yes,Single,,,111 Memorial Dr,"70 Amherst St
Cambridge, MA
(42.360259352, -71.086732495)",Massachusetts Institute Of Technology,Nonresidential,1916,64671,545.7,2694.5
2016,669-6,70-34,2015,Yes,Single,,,30 State St,"265 Massachusetts Ave
Cambridge, MA
(42.361889235, -71.097738649)",Massachusetts Institute Of Technology,Nonresidential,1964,103874,826.7,325.4
2016,695-5,68-74,2015,Yes,Single,,,100 Landsdowne Street,"100 Landsdowne St
Cambridge, MA
(42.36011183, -71.101202067)",Massachusetts Institute Of Technology,Residential,2005,239086,1019.6,8541.6
2016,747-6,62-34,2015,Yes,Single,,,560 Memorial Dr,"540 Memorial Dr
Cambridge, MA
(42.353965722, -71.103116791)",Massachusetts Institute Of Technology,Nonresidential,1963,115604,1426,9569.8
2016,667-7,52A-31,2015,Yes,Single,,,71 Vassar St,"77 Vassar St
Cambridge, MA
(42.360428566, -71.094471976)",Massachusetts Institute Of Technology,Nonresidential,1917,26079,1135.4,
2016,699-25,56-8,2015,Yes,Single,,,120 Albany St,"138 Albany St
Cambridge, MA
(42.360279863, -71.097170915)",Massachusetts Institute Of Technology,Nonresidential,1955,49933,1103.4,9481.6
2016,665-6,92-130,2015,Yes,Single,,,80 Auburn Park,"72 Brookline St
Cambridge, MA
(42.36217936, -71.102999834)",Massachusetts Institute Of Technology,Residential,1990,21327,127.8,671
2016,699-17,55-7,2015,Yes,Child,"699-12, 699-17",,190 Albany St,"190 Albany St
Cambridge, MA
(42.359212165, -71.099557708)",Massachusetts Institute Of Technology,Nonresidential,1980,120137,2469.7,
2016,677-1,47-84,2015,Yes,Single,,,226-254 Main St,"226 Main St
Cambridge, MA
(42.362198697, -71.084386687)",Massachusetts Institute Of Technology,Nonresidential,1905,96125,721.6,860.1
2016,703-1,56-4,2015,Yes,Single,,,134 Massachusetts Ave,"134 Massachusetts Ave
Cambridge, MA
(42.360242522, -71.095037578)",Massachusetts Institute Of Technology,Nonresidential,1895,202175,32.3,86.4
2016,668-16,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1952,116490,3989.4,1028.6
2016,702-2,68-34,2015,Yes,Single,,,143 Albany St,"143 Albany St
Cambridge, MA
(42.360008163, -71.097925451)",Massachusetts Institute Of Technology,Nonresidential,1922,132530,739.6,3993.1
2016,708-13,57-171,2015,Yes,Single,,,106 Vassar St,"48-R Massachusetts Ave
Cambridge, MA
(42.358555539, -71.09332249)",Massachusetts Institute Of Technology,Nonresidential,1956,42146,668.2,897.7
2016,652-2,92-118,2015,Yes,Single,,,23 Sidney Street,"23 Sidney St
Cambridge, MA
(42.362152794, -71.100539218)",Massachusetts Institute Of Technology,Residential,2005,56631,245.8,1675.7
2016,665-4,92-124,2015,Yes,Single,,,88 Auburn Park,"70 Brookline St
Cambridge, MA
(42.362298613, -71.102882807)",Massachusetts Institute Of Technology,Residential,2000,19156,73.9,777.6
2016,702-6,68-57,2016,Yes,Single,,,175 Albany St,"175 Albany St
Cambridge, MA
(42.359575189, -71.098934509)",Massachusetts Institute Of Technology,Nonresidential,1923,45397,,
2016,708-16,57-171,2015,Yes,Single,,,106 Vassar St,"410-R Memorial Dr
Cambridge, MA
(42.355646673, -71.09794121)",Massachusetts Institute Of Technology,Nonresidential,1971,25693,156.5,
2016,668-57,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"6 Vassar St
Cambridge, MA
(42.362465415, -71.090078505)",Massachusetts Institute Of Technology,Nonresidential,1940,39121,626.3,357.6
2016,688-2,68-50,2015,Yes,Single,,,254 Massachusetts Ave,"192 Massachusetts Ave
Cambridge, MA
(42.361128509, -71.096649271)",Massachusetts Institute Of Technology,Nonresidential,2003,71092,606,1647
2016,744-10,66-12,2016,Yes,Single,,,13 Chestnut St,"9 Chestnut St
Cambridge, MA
(42.355481343, -71.106748568)",Massachusetts Institute Of Technology,Nonresidential,1960,79500,,
2016,665-10,92-130,2015,Yes,Parent,"665-10, 665-11",,80 Auburn Park,"84 Auburn Pk
Cambridge, MA
(42.361866699, -71.102346982)",Massachusetts Institute Of Technology,Residential,1990,12240,56.3,644.1
2016,662-11,69-62,2015,Yes,Single,,,20 Sidney St,"55 Franklin St
Cambridge, MA
(42.361070278, -71.099375386)",Massachusetts Institute Of Technology,Residential,1998,202615,1901.7,11757.9
2016,747-2,62-34,2015,Yes,Single,,,560 Memorial Dr,"286 Vassar St
Cambridge, MA
(42.355687215, -71.103798573)",Massachusetts Institute Of Technology,Nonresidential,1963,9321,,
2016,665-9,92-130,2015,Yes,Single,,,80 Auburn Park,"41 Pilgrim St
Cambridge, MA
(42.361542241, -71.102966821)",Massachusetts Institute Of Technology,Residential,1990,6350,30.7,307.1
2016,680-10,47-90,2015,Yes,Single,,,36 Memorial Dr,"30 Memorial Dr
Cambridge, MA
(42.36101567, -71.081961688)",Massachusetts Institute Of Technology,Nonresidential,1994,30130,248.4,93.5
2016,662-9,69-110,2015,Yes,Parent,"662-9, 662-10",,282 Massachusetts Avenue,"282 Massachusetts Avenue
Cambridge, MA
(42.362024879, -71.098068639)",Massachusetts Institute Of Technology,Nonresidential,1968,39470,217.7,1291.1
2016,728-3,58-95,2015,Yes,Single,,,314 Memorial Dr,"320 Memorial Dr
Cambridge, MA
(42.356819699, -71.094419801)",Massachusetts Institute Of Technology,Nonresidential,1963,128990,953,4432.2
2016,665-3,92-124,2015,Yes,Single,,,88 Auburn Park,"1 Brookline Pl
Cambridge, MA
(42.360873295, -71.103268614)",Massachusetts Institute Of Technology,Residential,2000,34000,148.1,1365.2
2016,749-1,65-48,2015,Yes,Single,,,344 Brookline St,"350 Brookline St
Cambridge, MA
(42.355268926, -71.110121905)",Massachusetts Institute Of Technology,Nonresidential,1965,42146,169.8,118.2
2016,699-6,55-9,2015,Yes,Single,,,144 Albany St,"150 Albany St
Cambridge, MA
(42.359883863, -71.098072057)",Massachusetts Institute Of Technology,Nonresidential,1962,144308,2028.2,4700.8
2016,708-19,57-131,2015,Yes,Single,,,120 Massachusetts Ave,"100 Massachusetts Ave
Cambridge, MA
(42.359642049, -71.094235531)",Massachusetts Institute Of Technology,Nonresidential,1959,46574,931.3,3101.4
2016,708-20,57-171,2015,Yes,Single,,,106 Vassar St,"120 Vassar St
Cambridge, MA
(42.359359827, -71.096293213)",Massachusetts Institute Of Technology,Nonresidential,2002,122080,2353.9,8577.2
2016,668-1,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"33 Massachusetts Ave
Cambridge, MA
(42.358249938, -71.093070797)",Massachusetts Institute Of Technology,Nonresidential,1917,116239,2029,1003.1
2016,668-31,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"70-R Vassar St
Cambridge, MA
(42.361676438, -71.091688427)",Massachusetts Institute Of Technology,Nonresidential,1928,63579,1353.9,566.3
2016,687-5,69-183,2015,Yes,Single,,,88 Sidney St,"88 Sidney St
Cambridge, MA
(42.360590736, -71.102151648)",Massachusetts Institute Of Technology,Nonresidential,2002,145275,2313,3662.5
2016,668-8,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"21 Ames St
Cambridge, MA
(42.360504938, -71.088012674)",Massachusetts Institute Of Technology,Nonresidential,1916,65896,1313.6,570
2016,674-6,48-143,2016,Yes,Single,,,42 Carleton St,"42 Carleton St
Cambridge, MA
(42.361458978, -71.086223443)",Massachusetts Institute Of Technology,Nonresidential,1975,27424,,
2016,665-11,92-130,2015,Yes,Child,"665-10, 665-11",,80 Auburn Park,"94 Brookline St
Cambridge, MA
(42.361611988, -71.103571903)",Massachusetts Institute Of Technology,Residential,1990,12240,56.3,644.1
2016,668-68,52A-22,2015,Yes,Single,,,31 Ames St,"31 Ames St
Cambridge, MA
(42.360469806, -71.087958984)",Massachusetts Institute Of Technology,Nonresidential,1994,260390,8850.6,29419.4
2016,708-21,57-171,2015,Yes,Single,,,106 Vassar St,"120 Vassar St
Cambridge, MA
(42.359359827, -71.096293213)",Massachusetts Institute Of Technology,Nonresidential,1980,109398,834.5,1315.1
2016,699-12,55-20,2016,Yes,Parent,"699-12, 699-17",,184 Albany St,"184 Albany St
Cambridge, MA
(42.359510862, -71.098930542)",Massachusetts Institute Of Technology,Nonresidential,1980,120137,,
2016,662-1,69-159,2015,Yes,Single,,,350 Massachusetts Ave,"350 Massachusetts Ave
Cambridge, MA
(42.362763792, -71.099314782)",Massachusetts Institute Of Technology,Nonresidential,1980,103825,1475.8,2972.8
2016,667-1,52A-31,2015,Yes,Single,,,71 Vassar St,"15 Vassar St
Cambridge, MA
(42.362259258, -71.090789919)",Massachusetts Institute Of Technology,Nonresidential,1951,57227,1324.3,1165.5
2016,687-4,69-182,2015,Yes,Single,,,65 Landsdowne St,"65 Landsdowne St
Cambridge, MA
(42.360381145, -71.100724991)",Massachusetts Institute Of Technology,Nonresidential,2001,122410,2162.9,5108.6
2016,668-38,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"50 Vassar St
Cambridge, MA
(42.361880789, -71.091209451)",Massachusetts Institute Of Technology,Nonresidential,1973,84329,1359,747.3
2016,665-16,92-130,2015,Yes,Single,,,80 Auburn Park,"115 Pacific St
Cambridge, MA
(42.360693413, -71.102917624)",Massachusetts Institute Of Technology,Residential,1990,6505,31.9,342.3
2016,662-7,69-62,2015,Yes,Single,,,20 Sidney St,"20 Sidney St
Cambridge, MA
(42.362300243, -71.100245253)",Massachusetts Institute Of Technology,Residential,1999,42419,1031.1,2452
2016,672-3,48-129,2015,Yes,Single,,,40 Ames St,"25 Carleton St
Cambridge, MA
(42.360763306, -71.086399469)",Massachusetts Institute Of Technology,Nonresidential,1982,101813,2085.2,3188.2
2016,668-33,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"125 Massachusetts Ave
Cambridge, MA
(42.359975287, -71.094454843)",Massachusetts Institute Of Technology,Nonresidential,1928,55046,532.6,272.3
2016,708-12,57-171,2015,Yes,Single,,,106 Vassar St,"48-R Massachusetts Ave
Cambridge, MA
(42.358555539, -71.09332249)",Massachusetts Institute Of Technology,Nonresidential,1955,5339,64.5,173.5
2016,661-2,71-46,2016,Yes,Single,,,41 Albany St,"600 Main St
Cambridge, MA
(42.362848543, -71.09224301)",Massachusetts Institute Of Technology,Nonresidential,1950,54000,,
2016,680-14,47-90,2015,Yes,Single,,,36 Memorial Dr,"100 Main St
Cambridge, MA
(42.36182566, -71.081586056)",Massachusetts Institute Of Technology,Nonresidential,2010,405034,1670.7,664.3
2016,728-1,58-161,2015,Yes,Single,,,305 Memorial Dr,"305 Memorial Dr
Cambridge, MA
(42.357234696, -71.093179853)",Massachusetts Institute Of Technology,Nonresidential,1939,189693,1477.5,5076.3
2016,668-26,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"60 Vassar St
Cambridge, MA
(42.361805142, -71.091367418)",Massachusetts Institute Of Technology,Nonresidential,1957,133545,1940,1165.5
2016,665-15,92-130,2015,Yes,Single,,,80 Auburn Park,"117 Pacific St
Cambridge, MA
(42.36070392, -71.10293592)",Massachusetts Institute Of Technology,Residential,1990,3449,16.9,181.5
2016,668-5,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"55 Massachusetts Ave
Cambridge, MA
(42.358609316, -71.093214937)",Massachusetts Institute Of Technology,Nonresidential,1920,80942,1669.8,720.4
2016,699-19,55-18,2016,Yes,Single,,,234 Albany St,"230 Albany St
Cambridge, MA
(42.358750179, -71.100488128)",Massachusetts Institute Of Technology,Nonresidential,2001,22780,,
2016,696-1,47-83,2015,Yes,Single,,,70 Memorial Dr,"70 Memorial Dr
Cambridge, MA
(42.360322651, -71.083981005)",Massachusetts Institute Of Technology,Nonresidential,1980,107991,1255.1,456.3
2016,665-2,92-124,2015,Yes,Single,,,88 Auburn Park,"68-101 Brookline St
Cambridge, MA
(42.361385605, -71.103868202)",Massachusetts Institute Of Technology,Residential,2000,6440,31.2,261.4
2016,742-1,59-37,2015,Yes,Single,,,410 Memorial Dr,"410 Memorial Dr
Cambridge, MA
(42.355646673, -71.09794121)",Massachusetts Institute Of Technology,Nonresidential,1948,167923,894.1,3376
2016,668-66,52A-21,2015,Yes,Single,,,33 Massachusetts Ave,"25 Ames St
Cambridge, MA
(42.360593048, -71.088064561)",Massachusetts Institute Of Technology,Nonresidential,1976,133798,3732.7,1171.4